,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
0,San Antonio Spurs*,82,242.1,35.2,82.7,.425,4.3,12.6,.343,30.8,70.1,.440,15.6,21.0,.739,12.0,29.4,41.4,20.3,7.9,5.2,14.4,23.1,90.2,2000
1,New York Knicks*,82,241.8,33.1,78.0,.424,4.9,14.6,.338,28.1,63.4,.444,19.6,26.3,.747,11.3,29.8,41.1,19.6,7.4,4.3,14.2,21.9,90.7,2000
2,Portland Trail Blazers*,82,241.2,34.5,80.0,.431,4.8,14.6,.330,29.6,65.4,.453,17.3,24.2,.716,11.9,27.1,39.0,20.8,8.0,4.3,14.5,22.8,91.0,2000
3,Miami Heat*,82,241.8,33.9,80.4,.422,5.0,13.8,.361,29.0,66.6,.434,18.4,24.7,.748,11.9,28.5,40.4,19.3,7.6,4.4,14.0,21.9,91.3,2000
4,Utah Jazz*,82,240.9,33.9,76.1,.446,4.7,13.4,.354,29.2,62.7,.465,19.5,26.1,.746,10.8,27.3,38.1,19.8,7.2,5.0,15.5,24.7,92.0,2000
5,Los Angeles Lakers*,82,241.5,34.6,83.2,.416,4.5,13.9,.326,30.1,69.3,.434,18.5,24.9,.742,12.3,30.9,43.1,19.5,7.6,4.2,14.6,25.6,92.3,2000
6,Philadelphia 76ers*,82,241.8,35.0,80.4,.435,5.1,14.3,.356,29.9,66.1,.452,18.4,24.4,.755,13.0,30.5,43.5,22.3,7.7,6.5,17.6,24.1,93.4,2000
7,Phoenix Suns*,82,241.5,34.5,81.3,.424,4.9,14.0,.352,29.5,67.3,.439,19.9,26.9,.739,13.1,30.1,43.1,20.7,8.9,5.2,17.3,21.9,93.7,2000
8,Chicago Bulls,82,241.5,35.6,78.0,.456,4.4,12.8,.341,31.2,65.2,.478,18.7,25.2,.741,12.2,29.5,41.7,23.2,10.4,5.6,15.2,24.0,94.2,2000
9,Charlotte Hornets*,82,241.2,37.2,83.1,.448,5.0,13.2,.378,32.2,69.8,.461,16.4,22.0,.745,11.8,31.1,42.9,23.2,7.4,5.1,15.8,25.3,95.8,2000
10,Minnesota Timberwolves*,82,242.7,35.7,80.2,.445,4.6,13.0,.356,31.0,67.2,.462,20.0,26.6,.752,11.2,29.8,40.9,21.2,7.2,4.2,15.0,20.5,96.0,2000
11,Indiana Pacers*,82,240.6,38.0,85.1,.446,4.0,12.3,.327,34.0,72.9,.466,16.8,22.2,.755,12.7,31.0,43.7,21.2,7.4,3.9,13.7,23.3,96.7,2000
12,Toronto Raptors*,82,240.9,36.6,80.7,.454,4.2,12.5,.339,32.4,68.2,.475,19.9,26.0,.764,11.7,31.1,42.8,21.8,6.8,5.3,15.2,22.9,97.3,2000
13,Seattle SuperSonics*,82,241.2,38.2,84.6,.451,5.4,15.8,.340,32.8,68.9,.477,16.4,21.9,.748,13.2,31.8,45.1,23.6,7.2,5.3,15.3,22.4,98.1,2000
14,New Jersey Nets,82,241.8,38.1,82.2,.464,4.5,12.4,.363,33.6,69.9,.481,18.3,24.5,.747,13.8,32.4,46.2,22.8,6.9,5.7,16.7,22.8,99.0,2000
15,Orlando Magic,82,240.9,37.5,84.4,.445,5.3,15.6,.338,32.3,68.8,.469,19.1,25.7,.745,13.3,30.2,43.5,24.3,8.8,5.8,18.1,24.5,99.4,2000
16,Vancouver Grizzlies,82,242.1,38.2,80.6,.474,4.4,13.2,.333,33.8,67.4,.502,18.7,24.3,.769,11.8,28.5,40.3,23.6,8.8,6.3,15.0,23.3,99.5,2000
17,Atlanta Hawks,82,241.8,39.2,86.1,.455,4.5,12.4,.367,34.6,73.7,.469,16.8,21.9,.769,12.8,30.2,43.0,23.0,8.0,4.9,12.2,22.3,99.7,2000
18,Washington Wizards,82,241.5,36.6,79.8,.459,4.8,12.8,.371,31.9,67.0,.476,21.8,29.3,.744,11.7,29.5,41.2,21.9,8.4,6.1,14.9,24.0,99.9,2000
19,Boston Celtics,82,240.6,36.1,76.9,.470,4.4,12.1,.361,31.7,64.7,.490,23.5,31.3,.753,10.5,30.9,41.4,21.9,7.8,5.8,17.0,23.5,100.1,2000
20,Houston Rockets,82,241.8,39.3,86.3,.456,4.3,12.1,.354,35.1,74.2,.473,17.4,22.3,.779,12.5,29.9,42.4,22.7,9.0,5.3,13.7,22.4,100.3,2000
21,Cleveland Cavaliers,82,242.1,36.4,82.1,.443,5.1,15.0,.342,31.3,67.2,.465,22.6,29.1,.776,12.4,31.5,43.9,23.7,8.0,6.1,16.9,25.1,100.5,2000
22,Milwaukee Bucks*,82,242.1,37.0,81.0,.457,6.5,16.5,.391,30.5,64.5,.473,20.5,27.3,.752,12.6,28.9,41.5,24.2,7.8,4.1,15.9,22.8,101.0,2000
23,Denver Nuggets,82,242.1,38.2,84.8,.450,4.9,13.7,.354,33.3,71.1,.469,19.9,26.5,.751,12.5,31.8,44.3,24.4,7.5,5.6,14.4,23.6,101.1,2000
24,Dallas Mavericks,82,240.6,39.3,86.0,.457,5.2,15.2,.345,34.1,70.8,.481,18.1,24.5,.740,15.3,33.2,48.4,23.2,7.4,5.1,16.1,22.1,102.0,2000
25,Detroit Pistons*,82,241.8,38.0,81.8,.465,5.6,15.0,.371,32.5,66.7,.486,20.4,27.3,.746,11.9,30.5,42.4,23.1,8.0,4.8,17.1,27.1,102.0,2000
26,Sacramento Kings*,82,241.5,39.9,88.3,.452,4.8,13.7,.353,35.0,74.6,.470,17.5,23.3,.751,13.9,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.0,2000
27,Los Angeles Clippers,82,240.3,40.0,83.9,.477,5.1,13.1,.387,34.9,70.8,.494,18.4,24.9,.741,12.7,32.9,45.6,24.1,7.6,4.6,14.3,21.1,103.5,2000
28,Golden State Warriors,82,240.9,38.6,82.6,.467,5.2,14.2,.367,33.4,68.5,.488,21.4,28.4,.754,13.3,32.8,46.1,24.8,8.4,6.0,16.3,23.0,103.8,2000
0,New York Knicks*,82,242.7,31.3,75.1,.417,5.4,15.4,.352,25.9,59.7,.434,18.0,24.6,.733,10.6,29.5,40.1,19.2,7.3,4.1,14.8,21.4,86.1,2001
1,Miami Heat*,82,242.4,32.9,76.4,.431,4.4,13.3,.331,28.5,63.1,.452,16.3,22.2,.737,11.1,30.8,42.0,17.3,7.3,5.2,15.5,22.2,86.6,2001
2,San Antonio Spurs*,82,241.8,34.6,82.6,.419,4.2,12.7,.329,30.4,69.8,.435,15.0,20.3,.741,11.8,29.7,41.5,19.7,7.3,5.2,13.5,23.7,88.4,2001
3,Charlotte Hornets*,82,242.4,33.7,79.3,.426,4.7,13.2,.360,29.0,66.1,.439,17.6,23.3,.756,10.9,29.7,40.6,21.3,7.5,4.6,14.7,21.6,89.8,2001
4,Philadelphia 76ers*,82,242.1,35.0,81.7,.429,5.2,15.2,.342,29.8,66.5,.448,15.2,20.2,.749,12.0,28.9,40.9,21.6,8.2,5.6,15.4,23.6,90.4,2001
5,Portland Trail Blazers*,82,241.2,34.4,78.5,.438,5.0,13.5,.368,29.4,65.0,.452,17.5,23.5,.744,11.5,27.3,38.8,21.3,7.9,4.0,14.8,21.2,91.2,2001
6,Phoenix Suns*,82,241.5,34.0,78.3,.435,4.0,11.4,.349,30.1,66.9,.449,19.7,25.9,.761,11.0,31.6,42.6,20.1,8.3,5.1,17.5,22.2,91.8,2001
7,Utah Jazz*,82,241.2,32.5,74.1,.439,5.0,14.6,.343,27.5,59.5,.462,22.3,29.2,.765,10.7,26.6,37.3,19.1,8.5,5.5,16.1,24.5,92.4,2001
8,Indiana Pacers*,82,243.7,34.5,81.5,.423,4.6,13.7,.336,29.9,67.8,.441,19.2,25.3,.758,12.7,30.4,43.1,20.7,7.2,4.7,13.6,23.0,92.8,2001
9,Houston Rockets,82,241.8,36.8,82.1,.449,4.4,12.4,.354,32.5,69.7,.465,16.9,22.7,.744,12.0,29.5,41.6,21.2,7.4,4.9,13.3,21.6,94.9,2001
10,Los Angeles Clippers,82,244.3,36.5,82.9,.440,4.3,13.1,.329,32.2,69.8,.461,18.0,24.2,.743,12.7,29.7,42.5,21.8,7.8,5.0,12.7,21.9,95.3,2001
11,Toronto Raptors*,82,243.4,36.7,82.0,.447,4.6,12.7,.363,32.1,69.3,.463,17.4,23.0,.754,11.3,30.6,41.9,20.7,6.8,5.4,14.1,21.9,95.4,2001
12,Sacramento Kings*,82,244.9,37.6,87.1,.432,4.9,13.8,.355,32.8,73.3,.447,15.7,21.0,.749,13.7,32.2,45.9,22.1,8.1,5.8,16.3,21.5,95.9,2001
13,Minnesota Timberwolves*,82,241.8,36.3,80.3,.452,4.3,12.1,.351,32.0,68.2,.470,19.1,26.4,.724,11.8,30.5,42.3,22.4,7.1,4.4,15.2,20.2,96.0,2001
14,Atlanta Hawks,82,240.6,35.6,80.6,.442,4.8,13.2,.367,30.8,67.4,.457,20.1,26.3,.765,12.5,30.9,43.5,21.2,8.5,6.3,14.8,20.7,96.2,2001
15,Dallas Mavericks*,82,241.5,35.8,81.6,.439,4.6,13.9,.334,31.2,67.7,.460,19.9,27.2,.731,13.0,32.0,45.0,21.7,7.6,4.6,15.5,22.5,96.2,2001
16,Cleveland Cavaliers,82,241.8,35.7,80.3,.445,5.1,14.1,.365,30.5,66.2,.462,19.9,25.9,.768,12.1,29.3,41.3,22.9,8.5,6.6,15.0,22.1,96.5,2001
17,Orlando Magic*,82,243.4,34.5,79.3,.435,4.5,12.9,.346,30.0,66.3,.453,23.0,31.3,.735,12.9,31.8,44.8,21.9,8.5,5.4,17.2,23.7,96.5,2001
18,Chicago Bulls,82,242.1,36.4,77.2,.472,4.2,11.9,.356,32.2,65.3,.493,19.6,26.9,.730,11.7,31.1,42.8,23.6,7.7,5.2,14.8,21.4,96.7,2001
19,Boston Celtics,82,241.8,35.8,78.0,.459,5.2,14.3,.368,30.5,63.7,.480,19.9,26.6,.750,10.8,32.3,43.1,23.0,7.9,5.4,17.1,23.2,96.8,2001
20,Milwaukee Bucks*,82,241.2,35.5,80.8,.439,5.4,15.2,.352,30.2,65.6,.460,20.5,26.7,.768,12.4,30.4,42.7,23.0,7.2,4.3,15.5,21.7,96.9,2001
21,New Jersey Nets,82,240.6,35.8,78.7,.455,5.2,14.5,.360,30.6,64.2,.477,20.3,27.2,.746,12.2,32.0,44.2,22.4,7.5,6.4,15.9,22.0,97.1,2001
22,Los Angeles Lakers*,82,242.7,36.4,83.1,.438,5.0,14.2,.354,31.3,68.9,.455,19.5,25.8,.754,12.0,29.4,41.3,20.2,7.5,4.0,13.1,24.4,97.2,2001
23,Seattle SuperSonics,82,241.5,37.5,82.7,.453,5.7,16.5,.349,31.8,66.2,.480,16.5,22.2,.742,12.8,29.6,42.4,23.9,7.9,6.2,15.0,22.1,97.3,2001
24,Detroit Pistons,82,242.1,36.3,83.5,.434,5.2,15.0,.348,31.1,68.5,.453,19.5,26.5,.736,12.3,32.6,44.9,22.7,8.2,4.8,15.5,25.1,97.3,2001
25,Vancouver Grizzlies,82,241.2,38.3,82.8,.463,4.7,13.1,.362,33.6,69.7,.482,16.1,21.9,.732,12.8,30.9,43.7,23.6,8.7,5.8,14.8,21.6,97.5,2001
26,Denver Nuggets,82,241.2,37.6,84.3,.446,5.1,14.2,.356,32.5,70.1,.464,18.8,25.0,.753,12.3,32.2,44.6,24.9,7.2,6.1,13.1,21.4,99.0,2001
27,Washington Wizards,82,240.0,37.8,80.4,.470,5.3,13.3,.396,32.5,67.1,.485,19.0,25.5,.747,11.4,29.4,40.7,23.2,8.4,6.2,15.0,24.1,99.9,2001
28,Golden State Warriors,82,241.2,38.8,82.2,.472,5.4,14.1,.379,33.4,68.1,.491,18.6,24.5,.760,12.7,32.8,45.5,24.9,8.8,6.0,16.4,21.5,101.5,2001
0,Miami Heat,82,243.0,32.5,76.6,.425,4.6,13.5,.342,27.9,63.0,.442,19.1,25.9,.736,10.9,30.3,41.2,17.8,7.6,4.3,13.8,20.8,88.7,2002
1,Philadelphia 76ers*,82,240.6,33.8,79.3,.426,5.3,16.1,.331,28.5,63.1,.451,16.5,21.9,.751,12.0,28.6,40.6,21.6,8.0,5.6,14.7,22.3,89.4,2002
2,San Antonio Spurs*,82,242.1,35.2,82.6,.426,4.6,13.5,.338,30.6,69.1,.443,15.6,20.1,.777,12.2,29.6,41.9,18.8,7.7,5.2,14.5,23.1,90.5,2002
3,Toronto Raptors*,82,240.9,34.4,77.9,.441,4.6,13.3,.346,29.8,64.6,.461,18.5,24.5,.752,12.1,29.7,41.8,19.9,7.7,4.8,15.2,19.7,91.8,2002
4,New Jersey Nets*,82,241.8,34.9,81.3,.429,5.0,14.3,.348,29.9,67.0,.446,17.4,23.0,.753,12.2,30.7,42.9,19.1,8.2,5.4,16.1,20.3,92.0,2002
5,Detroit Pistons*,82,240.0,35.7,79.8,.447,4.4,12.1,.362,31.3,67.7,.462,16.5,21.8,.755,12.1,30.6,42.7,20.0,7.9,4.1,15.5,22.9,92.2,2002
6,Charlotte Hornets*,82,240.9,34.8,80.4,.432,5.3,14.1,.375,29.5,66.3,.444,18.1,23.6,.768,11.7,29.3,41.0,20.0,7.6,5.1,13.9,20.8,92.9,2002
7,Portland Trail Blazers*,82,241.8,36.0,79.4,.453,5.7,15.7,.363,30.3,63.7,.476,16.0,21.6,.741,10.9,28.4,39.2,23.7,7.5,5.0,14.7,20.1,93.7,2002
8,Boston Celtics*,82,241.8,34.1,80.2,.425,6.3,18.4,.340,27.8,61.8,.450,19.7,25.5,.771,11.6,34.2,45.9,22.0,7.6,5.8,16.3,21.1,94.1,2002
9,Los Angeles Lakers*,82,241.2,35.0,82.6,.424,4.9,15.4,.317,30.2,67.3,.448,19.2,25.3,.761,12.4,30.8,43.2,20.0,7.2,4.3,14.0,23.0,94.1,2002
10,Washington Wizards,82,240.6,36.0,79.7,.452,5.1,14.5,.354,30.9,65.2,.474,17.0,22.5,.755,11.7,29.0,40.7,22.2,7.0,5.0,13.4,20.9,94.2,2002
11,Seattle SuperSonics*,82,241.8,36.2,80.5,.449,5.8,16.8,.344,30.4,63.8,.477,16.6,22.5,.739,13.3,28.4,41.7,22.3,6.9,4.9,15.3,19.8,94.7,2002
12,Utah Jazz*,82,241.8,33.9,75.8,.447,5.7,14.8,.383,28.2,61.0,.462,21.7,28.1,.771,11.3,26.9,38.2,19.3,9.1,6.7,16.7,25.2,95.1,2002
13,New York Knicks,82,241.5,35.7,80.1,.445,5.4,15.3,.353,30.3,64.8,.467,18.9,25.0,.757,11.7,31.0,42.7,21.5,8.4,4.7,13.5,20.4,95.6,2002
14,Phoenix Suns,82,241.8,36.1,81.3,.444,5.3,14.7,.358,30.8,66.5,.463,18.4,24.5,.751,12.6,30.4,43.0,22.2,8.4,5.8,15.4,18.5,95.8,2002
15,Minnesota Timberwolves*,82,241.5,36.1,81.1,.445,6.0,16.1,.372,30.1,65.0,.463,17.7,23.9,.742,11.1,28.4,39.5,22.6,6.6,5.0,13.4,20.4,96.0,2002
16,Los Angeles Clippers,82,241.5,37.5,83.7,.448,5.0,14.0,.355,32.5,69.8,.466,16.2,21.7,.745,13.0,29.0,42.0,22.7,7.5,5.4,12.9,21.6,96.1,2002
17,Indiana Pacers*,82,242.7,36.3,82.9,.438,5.1,14.6,.348,31.2,68.3,.457,18.8,25.1,.749,12.8,30.7,43.4,21.6,7.5,5.7,14.3,22.6,96.5,2002
18,Sacramento Kings*,82,240.9,38.1,86.7,.440,4.7,14.0,.337,33.4,72.7,.460,16.0,21.5,.744,13.0,31.9,44.9,22.4,7.7,4.7,15.2,22.3,97.0,2002
19,Houston Rockets,82,243.7,38.9,83.8,.464,4.5,12.5,.360,34.4,71.3,.482,14.9,19.8,.752,12.7,30.6,43.3,22.4,7.0,5.1,12.0,20.1,97.2,2002
20,Memphis Grizzlies,82,241.2,38.0,83.3,.457,4.9,13.6,.358,33.2,69.7,.476,16.4,21.8,.753,13.8,31.2,45.1,23.9,9.5,5.6,14.7,21.8,97.3,2002
21,Milwaukee Bucks,82,242.7,36.8,83.5,.441,6.0,16.8,.358,30.8,66.7,.461,18.2,24.0,.757,12.8,29.7,42.5,23.0,7.3,4.4,12.9,20.0,97.7,2002
22,Chicago Bulls,82,241.5,36.9,79.4,.465,5.1,14.4,.358,31.8,65.1,.488,19.0,25.5,.746,11.5,31.1,42.6,25.2,8.3,4.9,14.4,21.0,98.0,2002
23,Denver Nuggets,82,241.5,36.6,79.8,.459,5.2,14.3,.361,31.5,65.5,.481,19.5,26.1,.747,12.1,30.8,43.0,24.0,8.2,6.8,14.3,20.1,98.0,2002
24,Atlanta Hawks,82,241.2,37.4,81.4,.459,5.8,16.2,.355,31.6,65.2,.485,17.8,23.9,.744,12.2,30.8,43.0,22.6,8.6,6.2,15.1,20.1,98.3,2002
25,Cleveland Cavaliers,82,242.1,37.2,81.4,.457,5.8,14.6,.394,31.5,66.8,.471,18.4,24.6,.748,11.3,29.0,40.4,24.3,7.3,5.6,13.0,20.0,98.6,2002
26,Orlando Magic*,82,241.8,38.0,83.3,.456,5.0,14.2,.352,33.0,69.1,.478,17.9,24.3,.737,13.2,32.1,45.4,23.5,8.0,4.7,15.8,21.2,98.9,2002
27,Dallas Mavericks*,82,242.4,37.7,83.5,.452,5.5,15.8,.350,32.2,67.8,.475,20.0,26.6,.751,13.0,31.7,44.7,22.7,7.2,4.6,14.1,21.8,101.0,2002
28,Golden State Warriors,82,241.2,39.2,85.3,.459,4.9,14.2,.348,34.3,71.1,.482,19.8,25.9,.763,13.4,29.9,43.3,24.4,8.6,6.2,14.3,23.8,103.1,2002
0,Detroit Pistons*,82,242.7,33.5,76.5,.438,3.5,10.2,.344,29.9,66.2,.452,17.2,23.1,.746,10.5,30.8,41.3,18.3,6.9,4.3,14.0,23.2,87.7,2003
1,New Jersey Nets*,82,240.9,33.6,78.8,.427,5.2,14.5,.359,28.4,64.3,.442,17.7,23.7,.749,11.4,30.0,41.4,19.6,8.5,5.2,16.6,22.9,90.1,2003
2,San Antonio Spurs*,82,241.8,34.9,81.7,.427,4.3,12.7,.339,30.6,69.0,.443,16.3,21.2,.768,12.5,28.3,40.9,19.0,8.1,5.1,15.0,23.4,90.4,2003
3,Miami Heat,82,241.8,33.1,75.7,.437,5.0,14.0,.353,28.1,61.7,.456,19.5,26.0,.751,10.6,31.5,42.2,18.1,7.6,5.3,14.3,20.4,90.6,2003
4,New Orleans Hornets*,82,242.7,34.8,79.5,.438,4.1,12.2,.338,30.7,67.3,.457,18.0,23.5,.766,11.1,28.9,40.0,19.9,7.9,5.2,14.6,21.4,91.8,2003
5,Seattle SuperSonics,82,242.1,35.0,78.3,.447,5.8,16.7,.344,29.3,61.6,.475,16.5,22.2,.742,11.4,30.0,41.5,20.8,6.1,5.0,14.7,20.4,92.3,2003
6,Utah Jazz*,82,241.2,33.5,77.4,.434,5.3,15.3,.349,28.2,62.1,.454,19.8,26.1,.759,12.3,25.9,38.2,19.5,8.8,5.2,15.9,23.8,92.3,2003
7,Houston Rockets,82,243.0,35.3,81.5,.433,4.7,13.6,.347,30.5,67.9,.450,17.1,22.0,.775,11.9,28.7,40.6,20.5,8.1,4.6,13.2,21.9,92.3,2003
8,Denver Nuggets,82,240.6,32.9,74.2,.443,5.1,13.8,.370,27.8,60.4,.460,21.6,28.5,.757,10.5,29.8,40.3,21.5,9.0,6.6,17.1,21.8,92.4,2003
9,Washington Wizards,82,241.8,35.1,79.4,.442,5.5,15.1,.362,29.6,64.2,.461,16.9,21.9,.771,11.6,29.8,41.4,21.7,7.5,4.4,14.3,22.0,92.5,2003
10,Portland Trail Blazers*,82,242.1,35.9,79.8,.450,5.3,15.7,.341,30.5,64.1,.476,15.5,20.2,.764,11.1,28.0,39.1,22.7,8.3,4.8,15.5,20.4,92.5,2003
11,Boston Celtics*,82,241.8,34.2,78.7,.435,5.6,17.1,.331,28.5,61.6,.464,19.0,25.4,.749,11.4,33.5,45.0,22.2,7.5,4.5,16.0,21.9,93.1,2003
12,Indiana Pacers*,82,242.7,34.9,81.6,.428,5.0,14.6,.340,29.9,67.0,.447,18.6,24.3,.767,12.3,30.0,42.2,20.7,7.6,6.3,15.3,23.5,93.3,2003
13,Phoenix Suns*,82,241.5,35.5,81.2,.438,5.3,16.6,.320,30.2,64.6,.468,18.0,23.6,.766,12.6,30.3,42.9,22.2,7.8,5.5,16.0,21.5,94.4,2003
14,Philadelphia 76ers*,82,242.1,35.1,77.6,.452,5.5,15.6,.354,29.5,62.0,.476,18.9,24.8,.760,11.1,29.3,40.3,22.1,7.8,6.4,17.1,23.0,94.5,2003
15,Dallas Mavericks*,82,241.2,35.7,81.5,.438,5.8,17.1,.340,29.9,64.5,.463,18.0,24.8,.727,12.7,32.7,45.5,21.7,6.7,3.9,16.0,21.3,95.2,2003
16,Sacramento Kings*,82,241.8,36.5,86.9,.420,4.5,14.2,.320,31.9,72.7,.439,17.7,23.9,.741,14.0,31.9,45.8,21.5,8.3,4.3,15.4,19.9,95.2,2003
17,Minnesota Timberwolves*,82,241.5,36.6,83.8,.437,5.8,16.6,.347,30.9,67.2,.460,17.0,22.6,.752,11.9,29.8,41.7,22.8,7.0,4.9,13.6,20.6,96.0,2003
18,Toronto Raptors,82,241.5,37.0,80.4,.461,4.5,12.0,.375,32.5,68.4,.476,18.2,24.0,.759,11.9,31.7,43.6,21.1,7.4,5.0,13.7,20.8,96.8,2003
19,New York Knicks,82,242.1,36.1,79.0,.457,4.4,12.8,.340,31.7,66.2,.480,20.6,26.7,.771,11.4,31.9,43.3,21.1,7.6,3.8,14.4,19.9,97.2,2003
20,Atlanta Hawks,82,242.7,36.8,84.2,.437,5.4,15.2,.359,31.3,69.1,.454,18.7,24.5,.760,13.1,29.5,42.6,21.6,9.0,5.0,13.0,20.3,97.6,2003
21,Los Angeles Clippers,82,240.9,37.0,82.8,.447,5.5,15.2,.365,31.5,67.6,.466,18.4,23.7,.774,12.8,30.0,42.8,22.4,8.0,5.1,14.0,22.5,97.9,2003
22,Los Angeles Lakers*,82,243.0,36.3,82.0,.443,5.7,14.9,.380,30.6,67.1,.456,19.8,26.0,.760,11.7,30.4,42.1,21.4,7.9,3.8,14.5,23.4,98.0,2003
23,Orlando Magic*,82,241.5,36.7,80.5,.455,4.9,14.8,.334,31.7,65.7,.483,20.1,26.2,.767,11.8,31.7,43.5,22.4,7.8,5.0,16.4,22.2,98.4,2003
24,Milwaukee Bucks*,82,242.7,37.1,81.0,.458,5.8,15.6,.375,31.3,65.4,.478,19.2,25.8,.745,12.5,31.0,43.4,23.1,6.6,4.1,14.4,20.5,99.3,2003
25,Chicago Bulls,82,243.0,36.5,83.1,.439,5.3,16.3,.323,31.2,66.9,.467,21.9,29.2,.749,13.6,31.4,45.0,23.8,9.4,5.0,14.7,21.9,100.1,2003
26,Memphis Grizzlies,82,243.0,39.3,85.5,.460,5.3,14.5,.363,34.1,71.0,.480,16.8,22.2,.759,13.7,31.2,44.9,24.3,8.7,5.2,14.8,21.7,100.7,2003
27,Cleveland Cavaliers,82,241.8,37.5,82.8,.453,5.2,14.6,.358,32.2,68.2,.473,20.9,27.1,.772,11.4,30.4,41.7,24.0,9.8,6.0,14.2,20.8,101.0,2003
28,Golden State Warriors,82,240.9,39.5,87.5,.452,5.3,14.4,.372,34.2,73.1,.467,19.2,25.4,.756,14.7,29.1,43.8,23.6,8.7,6.0,13.7,23.6,103.6,2003
0,San Antonio Spurs*,82,240.9,31.9,77.9,.409,3.8,11.6,.327,28.1,66.3,.423,16.7,22.5,.744,11.1,30.0,41.1,17.3,7.7,4.6,15.3,22.4,84.3,2004
1,Detroit Pistons*,82,241.2,32.1,77.8,.413,4.3,14.4,.302,27.8,63.4,.438,15.7,21.1,.744,12.0,28.7,40.6,19.0,7.9,5.0,16.0,22.9,84.3,2004
2,Indiana Pacers*,82,241.5,32.6,75.4,.432,4.0,12.4,.324,28.6,63.0,.453,16.5,22.0,.750,10.6,29.5,40.1,20.1,7.1,6.2,15.9,21.9,85.6,2004
3,New Jersey Nets*,82,240.3,32.8,76.9,.427,5.1,14.5,.350,27.7,62.3,.445,17.0,22.3,.761,10.6,30.1,40.8,19.8,8.0,4.6,16.1,21.2,87.8,2004
4,Houston Rockets*,82,243.0,32.1,78.1,.412,5.6,15.0,.372,26.6,63.1,.421,18.2,24.7,.737,11.1,28.7,39.7,20.6,8.7,4.4,13.5,20.7,88.0,2004
5,Toronto Raptors,82,243.7,33.2,77.6,.428,3.3,10.8,.307,29.9,66.8,.447,18.7,25.1,.747,12.6,32.5,45.1,18.5,7.2,4.1,14.6,19.7,88.5,2004
6,Minnesota Timberwolves*,82,240.9,33.4,80.8,.414,4.8,14.4,.334,28.6,66.4,.431,17.4,23.1,.753,12.2,29.3,41.5,20.7,6.7,3.6,13.5,20.2,89.1,2004
7,Miami Heat*,82,240.9,32.4,75.7,.428,5.3,15.3,.343,27.2,60.4,.450,19.7,25.6,.768,10.9,30.3,41.2,18.6,7.0,5.4,14.7,21.1,89.7,2004
8,Utah Jazz,82,241.2,31.0,71.7,.432,5.1,14.7,.343,25.9,57.0,.455,22.9,29.6,.771,10.6,26.0,36.6,18.6,8.1,6.5,15.4,24.4,89.9,2004
9,Philadelphia 76ers,82,242.1,33.5,77.7,.432,5.4,16.2,.333,28.1,61.5,.458,18.0,24.2,.744,12.1,29.2,41.4,21.3,8.3,5.6,15.2,21.4,90.5,2004
10,New Orleans Hornets*,82,241.8,34.7,78.6,.441,5.4,15.9,.341,29.3,62.7,.467,17.2,22.9,.750,11.9,30.2,42.1,21.8,7.5,5.2,15.6,21.1,91.9,2004
11,Portland Trail Blazers,82,243.7,36.0,80.1,.450,5.1,14.9,.341,30.9,65.2,.475,14.9,19.7,.753,12.4,28.0,40.3,23.3,8.0,4.8,13.7,18.7,92.0,2004
12,New York Knicks*,82,242.4,34.0,79.2,.429,5.1,15.0,.338,28.9,64.2,.450,20.5,26.8,.763,11.6,29.8,41.4,20.4,8.2,4.7,13.8,19.5,93.5,2004
13,Golden State Warriors,82,242.1,36.0,80.9,.445,5.0,13.5,.374,30.9,67.4,.459,17.1,22.9,.746,12.0,30.9,42.8,21.5,8.1,5.1,14.0,22.0,94.0,2004
14,Memphis Grizzlies*,82,242.4,34.9,79.9,.436,4.5,13.3,.338,30.4,66.6,.456,20.0,26.2,.764,13.4,30.6,44.0,20.4,8.2,5.6,17.0,23.1,94.3,2004
15,Los Angeles Lakers*,82,242.1,35.6,81.0,.440,5.1,15.2,.337,30.5,65.8,.464,18.0,24.0,.749,11.2,31.2,42.4,20.8,7.5,3.8,15.3,24.7,94.3,2004
16,Cleveland Cavaliers,82,242.1,36.0,82.4,.437,5.3,14.2,.371,30.8,68.3,.451,18.2,24.3,.749,11.8,30.2,42.0,21.7,7.7,5.3,13.1,20.2,95.5,2004
17,Chicago Bulls,82,241.8,35.1,80.6,.436,5.4,15.1,.355,29.8,65.6,.454,20.4,27.3,.748,12.3,32.7,45.0,23.0,8.5,5.4,15.2,20.5,96.0,2004
18,Denver Nuggets*,82,240.6,36.8,81.2,.453,4.6,12.9,.356,32.2,68.4,.471,17.9,24.6,.728,12.9,30.1,42.9,23.5,8.1,5.8,17.1,23.1,96.1,2004
19,Boston Celtics*,82,240.3,35.3,80.8,.437,6.8,18.7,.362,28.5,62.1,.459,19.4,26.3,.736,13.0,30.8,43.8,23.0,8.8,5.0,17.1,22.2,96.7,2004
20,Milwaukee Bucks*,82,241.2,37.0,81.9,.452,5.6,15.8,.352,31.4,66.1,.475,17.4,23.6,.739,12.0,30.7,42.7,22.8,7.5,5.0,14.2,22.9,97.0,2004
